student,module,test,dtype,score,pred
18,19,1,fake,0.9,0.8724127
19,3,0,org,0.66,0.6612137
19,3,1,org,0.8666666666666667,0.76612973
19,6,1,fake,0.5025,0.67171896
19,6,2,fake,0.48,0.7296835
19,7,0,fake,0.7875,0.65080404
19,7,2,fake,0.78,0.7005055
19,11,0,fake,0.71,0.69453835
19,11,2,fake,0.82,0.745713
19,16,0,fake,0.63,0.7290076
19,16,1,fake,0.855,0.8469032
19,18,0,fake,0.63,0.70287734
19,18,1,fake,0.855,0.828418
20,2,1,org,0.4,0.7661269
20,5,0,org,0.40666666666666657,0.5495266
20,8,0,fake,0.8299999999999998,0.7161333
20,8,2,fake,0.64,0.6872717
20,16,0,fake,0.8400000000000001,0.760074
20,16,1,fake,0.8100000000000002,0.8031811
20,17,0,fake,0.57,0.6591479
20,17,1,fake,0.8433333333333333,0.7350987
20,18,0,fake,0.5983333333333333,0.7441777
20,18,1,fake,0.75,0.8010725
21,2,0,org,0.6266666666666666,0.6950633
21,2,1,org,0.9333333333333332,0.8867463
21,3,0,org,0.6266666666666666,0.6470134
21,6,0,fake,0.395,0.6908993
21,6,1,fake,0.6125,0.6896913
21,6,2,fake,0.68,0.55044055
21,7,0,fake,0.55125,0.5965996
21,7,1,fake,0.6341666666666667,0.5946093
21,7,2,fake,0.52,0.38406786
21,8,0,fake,0.39666666666666656,0.80967176
21,8,1,fake,0.842857142857143,0.8819453
21,8,2,fake,0.56,0.651196
21,9,2,fake,0.71,0.59466827
22,2,0,org,0.75,0.75213647
22,2,1,org,1.0,0.94075084
22,3,0,org,0.7266666666666667,0.81027055
22,3,1,org,1.0,0.9362724
22,6,0,fake,0.9,0.7711278
22,6,1,fake,0.9375,0.8104323
22,6,2,fake,0.6999999999999998,0.7164074
22,7,1,fake,0.91,0.90121305
22,7,2,fake,0.9,0.68802655
22,8,0,fake,0.638,0.803383
22,8,2,fake,0.49,0.63158375
23,3,0,org,0.6233333333333334,0.7700329
23,3,1,org,0.75,0.8544916
23,6,1,fake,0.6,0.69470334
23,7,0,fake,0.64,0.5991817
23,7,1,fake,0.758,0.6291295
23,7,2,fake,0.5066666666666667,0.5580978
23,10,0,fake,0.82,0.7544441
23,12,0,fake,0.8696875,0.80991983
24,2,0,org,0.755,0.79954547
24,4,0,org,0.685,0.69606614
24,4,1,org,1.0,0.86003363
24,7,0,fake,0.7809999999999999,0.7144068
24,7,1,fake,0.7466666666666667,0.6414743
24,7,2,fake,0.5,0.61994284
24,8,0,fake,0.725,0.83241546
24,8,1,fake,0.8825,0.8615508
24,10,0,fake,0.82,0.8759476
24,10,2,fake,0.89,0.86758476
25,2,0,org,0.6433333333333333,0.6737262
25,2,1,org,0.8000000000000002,0.8392272
25,4,0,org,0.5075,0.63275456
25,4,1,org,0.8,0.858955
25,8,0,fake,0.7316666666666667,0.56509817
25,8,1,fake,0.8828571428571429,0.6617908
25,8,2,fake,0.51,0.52386594
25,9,0,fake,0.69,0.71167064
25,11,0,fake,0.6183333333333334,0.62219167
25,11,2,fake,0.51,0.560902
25,16,0,fake,0.5625,0.68362164
25,18,0,fake,0.5,0.6146467
25,18,1,fake,0.7242857142857143,0.7382151
26,2,0,org,0.54,0.7808342
26,2,1,org,0.92,0.8336296
26,4,0,org,0.48200000000000004,0.7574752
26,4,1,org,0.92,0.98702645
26,6,0,fake,0.7509375,0.6709467
26,6,1,fake,0.515,0.67029536
26,6,2,fake,0.7399999999999999,0.69204646
26,9,2,fake,0.67,0.77315986
26,15,0,fake,0.872,0.70426804
26,15,1,fake,0.8828571428571429,0.72766954
26,17,0,fake,0.872,0.85933983
26,17,1,fake,0.8828571428571429,0.8442592
27,2,0,org,0.73,0.75103825
27,3,0,org,0.6016666666666666,0.7642051
27,3,1,org,1.0,0.8515585
27,7,0,fake,0.8219444444444445,0.71435225
27,7,1,fake,0.858,0.74962175
27,11,0,fake,0.71,0.77650654
27,11,2,fake,0.82,0.74677324
27,16,0,fake,0.63,0.82492214
27,16,1,fake,0.855,0.92082405
27,18,0,fake,0.63,0.79357004
27,18,1,fake,0.855,0.9168905
28,2,0,org,0.65,0.7833676
28,5,0,fake,0.5,0.5295712
28,7,1,fake,0.44000000000000006,0.6071484
28,8,0,fake,0.8966666666666668,0.8386904
28,9,2,fake,0.64,0.675799
28,19,0,fake,0.65,0.76138675
28,19,0,org,0.6666666666666667,0.76138675
28,19,1,fake,0.7600000000000001,0.8914986
28,19,1,org,0.9,0.8914986
29,2,0,fake,0.705,0.82969445
29,2,0,org,0.695,0.82969445
29,2,1,fake,1.0,0.9956873
29,2,1,org,1.0,0.9956873
29,3,0,org,0.695,0.7505591
29,3,1,org,1.0,0.8752109
29,4,0,fake,0.705,0.92420477
29,4,1,fake,1.0,1.1374433
29,6,1,fake,0.99,0.8018982
29,6,2,fake,1.0,0.7158179
29,7,0,fake,0.6266666666666666,0.7856107
29,7,1,fake,0.6975000000000001,0.8208843
29,7,2,fake,0.66,0.67011017
29,11,0,fake,0.7433333333333333,0.8200145
30,2,0,org,0.68,0.81455904
30,2,1,org,0.4000000000000001,0.9162805
30,3,0,org,0.68,0.6626482
30,3,1,org,0.4,0.72315156
30,6,0,fake,0.8375,0.78544724
30,6,1,fake,0.87,0.7111946
30,7,0,fake,0.955,0.7677114
30,7,1,fake,0.7624999999999998,0.7263251
30,7,2,fake,0.8457142857142858,0.73712456
30,11,0,fake,0.8933333333333333,0.7615465
30,18,0,fake,0.8320000000000001,0.7767662
30,18,1,fake,0.8371428571428571,0.83505356
31,2,0,fake,0.765,0.87269664
31,2,1,org,1.0,0.9964293
31,4,0,fake,0.765,0.8398819
31,4,1,fake,1.0,0.9894822
31,5,0,org,0.522,0.636484
31,6,0,fake,1.0,0.7281252
31,6,1,fake,0.975,0.71928024
31,6,2,fake,1.0,0.793312
31,17,0,fake,0.77,0.85251135
31,18,0,fake,0.752,0.854089
31,18,1,fake,0.7385714285714287,0.9249705
32,2,0,fake,0.65,0.8126349
32,2,0,org,0.6133333333333334,0.8126349
32,2,1,org,1.0,0.9518719
32,4,0,org,0.6133333333333334,0.75639564
32,6,0,fake,0.8400000000000001,0.7165886
32,6,1,fake,0.975,0.70475173
32,6,2,fake,1.0,0.7595048
32,9,0,fake,0.68,0.70244825
32,19,0,fake,0.6666666666666667,0.76400316
32,19,1,fake,0.9,0.8880029
33,2,0,org,0.585,0.71121025
33,2,1,org,0.8,0.7663022
33,4,0,org,0.585,0.6650667
33,6,0,fake,0.8865000000000001,0.75360274
33,6,1,fake,0.71875,0.66453904
33,6,2,fake,0.748,0.6411783
33,12,0,fake,0.8925,0.85848397
33,16,1,fake,0.92,0.87460005
34,2,0,fake,0.695,0.7472319
34,2,0,org,0.455,0.7472319
34,2,1,fake,1.0,0.9393496
34,2,1,org,0.8000000000000002,0.9393496
34,3,1,org,0.8,0.8618174
34,5,0,fake,0.7319999999999999,0.61114407
34,8,0,fake,0.8016666666666667,0.77615476
34,8,1,fake,0.73,0.8262714
34,8,2,fake,0.69,0.67762196
34,19,0,fake,0.7166666666666667,0.7319585
34,19,1,fake,0.9,0.8869772
35,2,0,org,0.838,0.80490977
35,4,0,org,0.74,0.7440409
35,6,0,fake,0.84,0.81762844
35,6,1,fake,0.75,0.68668586
35,6,2,fake,0.78,0.7454109
35,7,0,fake,0.9,0.86686546
35,7,1,fake,0.76,0.74813867
35,7,2,fake,0.8,0.81361973
35,9,0,fake,0.8733333333333334,0.79288405
35,9,2,fake,0.71125,0.76657414
35,10,0,fake,0.805,0.8315068
35,10,2,fake,0.82,0.94573426
36,2,0,org,0.635,0.68970144
36,3,1,org,0.8666666666666666,0.9072058
36,5,0,fake,0.8166666666666668,0.6832726
36,8,0,fake,0.5683333333333334,0.7236395
36,8,1,fake,0.7373015873015872,0.82354087
36,8,2,fake,0.421,0.48745814
36,19,0,fake,0.82,0.8019676
36,19,1,fake,1.0,0.92792135
37,2,0,org,0.695,0.6793721
37,2,1,org,0.8,0.87958795
37,3,0,org,0.695,0.7506654
37,3,1,org,0.8,0.8997103
37,6,0,fake,0.8070833333333333,0.773257
37,6,1,fake,0.8731249999999999,0.80660343
37,7,1,fake,0.9175,1.0201876
38,2,0,org,0.84,0.8344254
38,2,1,org,1.0,0.93215317
38,4,0,org,0.84,0.8488523
38,7,1,fake,0.78,0.7533149
38,8,0,fake,0.68,0.72237086
38,8,2,fake,0.4,0.7571031
38,9,2,fake,0.82,0.8287317
38,11,0,fake,0.75,0.70405895
39,2,1,org,1.0,0.8471809
39,6,0,fake,0.835,0.6496208
39,6,1,fake,0.715,0.6518587
39,6,2,fake,0.665,0.6570093
39,8,0,org,0.4600000000000001,0.71115637
39,8,1,org,0.59,0.803126
39,10,0,fake,0.635,0.7126993
39,11,0,fake,0.6679999999999998,0.64701676
39,11,2,fake,0.51,0.54187953
40,2,0,fake,0.625,0.82290506
40,2,0,org,0.625,0.82290506
40,2,1,fake,0.8,1.0154221
40,2,1,org,0.8000000000000002,1.0154221
40,6,0,fake,0.75,0.51527476
40,6,1,fake,0.9049999999999999,0.60670567
40,6,2,fake,0.94,0.7201312
40,7,0,fake,0.56,0.5759493
40,7,1,fake,0.545,0.6666734
40,8,0,fake,0.56,0.606437
40,8,0,org,0.56,0.606437
40,8,1,fake,0.595,0.7434646
40,8,1,org,0.595,0.7434646
40,14,0,fake,0.69,0.6818776
41,2,0,org,0.6333333333333333,0.78611857
41,2,1,org,0.65,0.859129
41,3,0,org,0.6333333333333333,0.8016772
41,3,1,org,0.65,0.8539541
41,7,0,fake,0.901388888888889,0.85826135
41,7,1,fake,0.815,0.83390296
41,7,2,fake,0.792,0.7332075
41,9,0,fake,0.93,0.84163034
41,9,2,fake,0.86,0.8163113
41,18,0,fake,0.9740000000000001,0.8086743
41,18,1,fake,0.9961904761904762,0.8677357
42,2,0,org,0.584,0.520894
42,4,0,org,0.584,0.57893103
42,4,1,org,0.84,0.6946039
42,8,0,fake,0.648,0.7663192
42,8,1,fake,0.8828571428571429,0.7663127
42,8,2,fake,0.45999999999999996,0.43794295
42,16,0,fake,0.63,0.7271964
42,17,0,fake,0.4320000000000001,0.55842745
43,2,1,org,0.9,0.98999244
43,6,0,fake,0.59,0.6435869
43,6,1,fake,0.515,0.69786197
43,6,2,fake,0.7909090909090909,0.740941
43,7,0,fake,0.835,0.6974981
43,7,2,fake,0.92,0.7711445
43,9,0,fake,0.9583333333333331,0.70230436
43,9,2,fake,0.67,0.76765275
44,2,0,fake,0.36,0.5344581
44,2,0,org,0.36,0.5344581
44,2,1,fake,0.6,0.6762616
44,2,1,org,0.6,0.6762616
44,4,0,fake,0.40333333333333343,0.52874434
44,4,0,org,0.4033333333333334,0.52874434
44,11,0,fake,0.5333333333333333,0.5539144
44,11,2,fake,0.53,0.5924093
44,16,1,fake,0.78,0.5680587
44,18,0,fake,0.6933333333333332,0.6019769
45,2,0,org,0.556,0.6675557
45,3,0,org,0.556,0.6395817
45,3,1,org,0.7,0.7407185
45,7,0,fake,0.275,0.5480347
45,7,1,fake,0.44666666666666655,0.6471453
45,8,0,fake,0.42,0.48672336
45,8,1,fake,0.2533333333333333,0.611633
45,9,0,fake,0.765,0.67175686
45,16,0,fake,0.92,0.6523345
45,17,0,fake,0.92,0.745757
45,17,1,fake,0.7799999999999999,0.8137005
45,18,0,fake,0.6859999999999999,0.58267915
45,18,1,fake,0.8028571428571429,0.7371534
46,2,0,org,0.5933333333333334,0.75559974
46,2,1,org,0.95,0.85851026
46,4,1,org,0.88,0.9661442
46,8,0,fake,0.7725,0.62437767
46,8,1,fake,0.8094285714285714,0.70243967
46,8,2,fake,0.73375,0.62663996
46,15,0,fake,0.6675,0.7638726
46,17,0,fake,0.6675,0.87714183
47,2,0,org,0.745,0.800343
47,2,1,org,0.8999999999999999,0.8728377
47,4,0,org,0.745,0.7872841
47,4,1,org,0.9333333333333331,1.0509324
47,8,0,fake,0.4413333333333333,0.69065624
47,8,1,fake,0.7351428571428571,0.79749966
47,8,2,fake,0.5449999999999999,0.6600486
47,15,0,fake,0.4633333333333334,0.6465384
47,17,0,fake,0.84,0.82688963
47,17,1,fake,0.8400000000000001,0.84326655
47,18,1,fake,0.7714285714285714,0.8767765
48,4,0,org,0.55,0.65776074
48,4,1,org,0.8,0.8883048
48,6,1,fake,0.7566666666666667,0.6286734
48,6,2,fake,0.9799999999999999,0.695398
48,7,0,fake,0.49375,0.5204308
48,7,1,fake,0.6225,0.5722467
48,7,2,fake,0.5519999999999999,0.57385856
49,2,0,org,0.7866666666666667,0.8035966
49,2,1,org,0.9,0.94830215
49,6,0,fake,0.835,0.7866273
49,6,1,fake,0.81,0.76929533
49,6,2,fake,0.68,0.70138687
49,7,1,fake,0.78,0.6352439
49,10,0,fake,0.635,0.752634
49,11,0,fake,0.6679999999999998,0.78265315
49,11,2,fake,0.51,0.62630427
49,14,0,fake,0.905,0.8597059
50,2,0,org,0.76,0.782428
50,2,1,org,1.0,0.8949162
50,4,0,org,0.83,0.8157308
50,4,1,org,0.9200000000000002,1.0439348
50,5,0,fake,0.5820000000000001,0.7913275
50,7,0,fake,0.8775,0.8720434
50,7,2,fake,0.8300000000000001,0.68684036
50,9,2,fake,0.91,0.6969221
50,16,0,fake,0.6859999999999999,0.83595526
50,16,1,fake,0.7671428571428571,0.8550125
50,18,0,fake,0.9740000000000001,0.83149433
50,18,1,fake,1.0,0.9296618
50,19,0,fake,0.6666666666666667,0.8602601
50,19,1,fake,1.0,0.9488775
51,2,1,org,1.0,0.93218255
51,4,0,org,0.7066666666666667,0.7812176
51,4,1,org,0.9333333333333331,0.9821813
51,6,0,fake,0.8699999999999999,0.79568684
51,6,1,fake,0.8725000000000002,0.76099336
51,6,2,fake,0.94,0.84289587
51,7,0,fake,0.88,0.85223186
51,7,1,fake,0.7799999999999999,0.82710725
51,11,0,fake,0.75,0.75676674
51,16,0,fake,0.83,0.8539909
51,16,1,fake,0.7914285714285714,0.87912524
51,17,0,fake,0.82,0.8363934
51,17,1,fake,0.93,0.88964486
52,2,0,fake,0.3625,0.59922886
52,2,0,org,0.3625,0.59922886
52,4,0,fake,0.3625,0.5943349
52,4,0,org,0.3625,0.5943349
52,4,1,fake,0.8000000000000002,0.77603304
52,4,1,org,0.8,0.77603304
52,6,2,fake,0.58,0.5379326
52,15,0,fake,0.5733333333333334,0.48994425
52,18,0,fake,0.8320000000000002,0.5345399
52,18,1,fake,0.8285714285714286,0.5856827
53,2,0,org,0.79,0.73277193
53,2,1,org,1.0,0.85060406
53,6,0,fake,0.59,0.5433316
53,6,2,fake,0.74,0.65786326
53,7,0,fake,0.275,0.66567516
53,7,1,fake,0.44666666666666655,0.76345694
53,9,2,fake,0.67,0.65461934
53,15,0,fake,0.4633333333333334,0.54566
53,17,0,fake,0.84,0.7418664
53,17,1,fake,0.84,0.7922227
53,18,0,fake,0.6859999999999999,0.67035276
53,18,1,fake,0.7848979591836736,0.80152106
54,2,0,fake,0.695,0.6950904
54,2,0,org,0.705,0.6950904
54,2,1,fake,1.0,0.8136485
54,2,1,org,1.0,0.8136485
54,3,0,fake,0.695,0.6044182
54,3,1,fake,1.0,0.69117314
54,4,0,org,0.705,0.7622868
54,4,1,org,1.0,0.9264209
54,7,0,fake,0.22,0.6838505
54,7,1,fake,0.29,0.6964338
54,17,0,fake,0.77,0.73524904
54,18,0,fake,0.6946666666666667,0.6807646
54,18,1,fake,0.7628571428571429,0.7349991
55,2,0,org,0.56,0.68748075
55,2,1,org,0.8666666666666668,0.94158894
55,4,0,org,0.56,0.7900772
55,4,1,org,0.8666666666666667,0.99584293
55,5,0,org,0.01,0.4467741
55,6,1,fake,0.855,0.7033626
55,6,2,fake,0.9400000000000001,0.61034703
55,7,0,fake,0.8525,0.63232297
55,7,1,fake,0.775,0.6935288
55,7,2,fake,0.52,0.5601861
55,9,2,fake,0.71,0.54552984
55,17,0,fake,0.32,0.70265687
55,17,1,fake,0.7399999999999999,0.8946677
55,18,0,fake,0.47600000000000003,0.7278533
56,2,1,org,0.8,0.8130487
56,4,0,org,0.56,0.6517918
56,4,1,org,0.8,0.82609785
56,6,0,fake,0.8146666666666667,0.61773574
56,6,1,fake,0.6705,0.6561547
56,6,2,fake,0.5542857142857144,0.5840772
56,13,0,fake,0.6225,0.7723322
56,16,0,fake,0.5625,0.6923028
56,18,0,fake,0.5,0.67702997
56,18,1,fake,0.7242857142857143,0.8130415
57,2,0,org,0.52,0.6667195
57,2,1,org,0.20000000000000004,0.70533717
57,3,0,org,0.52,0.694589
57,5,0,org,1.0,0.718996
57,7,1,fake,1.0,0.582903
57,8,0,fake,0.75,0.7507299
57,8,1,fake,0.6125,0.735591
57,8,2,fake,0.53,0.52805614
57,16,0,fake,0.854,0.8283388
57,16,1,fake,0.8748571428571428,0.79812443
58,2,1,org,1.0,0.96547484
58,6,0,fake,0.87,0.74213433
58,6,1,fake,0.7784090909090909,0.7282209
58,6,2,fake,0.96,0.88585794
58,8,0,fake,0.9066666666666668,0.72615004
58,8,2,fake,0.6,0.9535006
58,17,0,fake,0.82,0.86210567
58,17,1,fake,0.93,0.89704
59,2,0,org,0.6666666666666667,0.77243
59,2,1,org,1.0,0.93489647
59,4,1,org,1.0,1.0421515
59,7,0,fake,0.64,0.60449684
59,7,1,fake,0.47,0.7033131
59,8,0,fake,0.8260000000000001,0.7121833
59,8,1,fake,0.8866666666666667,0.81535125
59,8,2,fake,0.76,0.6651583
59,9,2,fake,0.82,0.7446997
59,12,0,fake,0.78,0.73012173
60,2,0,org,0.7650000000000001,0.8126612
60,4,0,org,0.765,0.8491687
60,4,1,org,1.0,1.0159514
60,7,1,fake,0.6861904761904762,0.76214194
60,7,2,fake,0.94,0.63607407
60,9,0,fake,0.9116666666666668,0.8059422
60,9,2,fake,0.76,0.6813982
60,12,0,fake,0.83,0.856776
61,2,0,org,0.7966666666666667,0.79670477
61,2,1,org,0.95,0.95848286
61,3,0,org,0.802,0.79159105
61,3,1,org,0.96,0.90321624
61,6,0,fake,0.8466666666666667,0.77406126
61,6,2,fake,0.8,0.7473047
61,7,0,fake,0.755,0.69480836
61,7,1,fake,0.73,0.7099006
61,7,2,fake,0.5,0.5679777
61,10,0,fake,0.82,0.7556865
61,10,2,fake,0.89,0.7442148
61,11,0,fake,0.5633333333333334,0.8006918
61,11,2,fake,0.33,0.679353
62,2,0,org,0.745,0.7671674
62,4,0,org,0.7974999999999999,0.76784015
62,4,1,fake,1.0,0.99680555
62,5,0,fake,0.706,0.763136
62,6,2,fake,0.76,0.6614932
62,7,0,fake,0.6,0.7842258
62,7,1,fake,0.39,0.79446846
62,8,0,fake,0.8256666666666665,0.72499
62,8,1,fake,0.8532142857142857,0.7579576
62,8,2,fake,0.73,0.5122992
63,2,0,org,0.4466666666666665,0.7742573
63,2,1,org,0.8000000000000002,0.9111765
63,3,0,org,0.514,0.78992313
63,3,1,org,0.84,0.90045667
63,6,0,fake,0.8466666666666667,0.695132
63,6,2,fake,0.8000000000000002,0.6678156
63,9,2,fake,0.82,0.78645205
63,16,0,fake,0.92,0.82115597
63,17,0,fake,0.9200000000000002,0.88503957
63,17,1,fake,0.7799999999999999,0.9717887
64,2,0,fake,0.6192592592592593,0.63847405
64,2,0,org,0.6466666666666667,0.63847405
64,2,1,fake,0.6857142857142857,0.65286976
64,2,1,org,0.6,0.65286976
64,4,0,fake,0.585,0.5128308
64,4,1,fake,0.6,0.66571534
