student,module,test,dtype,score,pred
17,4,0,org,0.8275,0.5932587
17,4,1,org,1.0,0.7610405
17,8,0,fake,0.42,0.43102506
18,2,0,org,0.67,0.5481671
18,2,1,org,0.8,0.61846817
18,3,0,org,0.67,0.5814329
18,3,1,org,0.8,0.6087417
18,8,1,fake,0.735,0.7106929
18,8,2,fake,0.62,0.6479197
19,3,0,org,0.66,0.54435456
19,3,1,org,0.8666666666666667,0.5982599
19,6,2,fake,0.82,0.6374969
20,2,1,org,0.4,0.79970455
20,5,0,org,0.40666666666666657,0.6658018
20,6,2,fake,0.48,0.6808679
20,8,0,fake,0.9066666666666668,0.7843208
20,13,0,fake,0.905,0.8684826
20,18,1,fake,0.8433333333333333,0.85793483
21,2,0,org,0.6266666666666666,0.46096992
21,2,1,org,0.933333333333333,0.56979316
21,3,0,org,0.6266666666666666,0.44758525
22,2,0,org,0.75,0.40575397
22,2,1,org,1.0,0.5295944
22,3,0,org,0.7266666666666667,0.48946905
22,3,1,org,1.0,0.54995245
23,3,0,org,0.6233333333333333,0.54579985
23,3,1,org,0.75,0.58364326
24,2,0,fake,0.755,0.7189475
24,2,0,org,0.755,0.7189475
24,4,0,fake,0.685,0.5457114
24,4,0,org,0.6849999999999999,0.5457114
24,4,1,fake,1.0,0.64522207
24,4,1,org,1.0,0.64522207
25,2,0,org,0.6433333333333333,0.62435466
25,2,1,org,0.8,0.750509
25,4,0,org,0.5075,0.5770371
25,4,1,org,0.8,0.7752347
25,8,0,fake,0.42,0.43583888
26,2,0,org,0.54,0.5905888
26,2,1,org,0.9200000000000002,0.67411745
26,4,0,org,0.48200000000000004,0.59315467
26,4,1,org,0.9200000000000002,0.7629842
26,17,1,fake,0.787142857142857,0.6237495
27,2,0,org,0.73,0.5499265
27,3,0,org,0.6016666666666666,0.59138983
27,3,1,org,1.0,0.6063167
27,18,1,fake,0.9885714285714287,0.6221185
28,2,0,fake,0.8066666666666668,0.7871654
28,2,1,fake,0.8666666666666667,0.8855299
28,6,0,fake,0.965,0.6554792
28,6,1,fake,0.9075,0.6509595
28,6,2,fake,0.94,0.6841768
28,8,0,fake,0.8966666666666667,0.7910511
29,7,0,fake,0.9275,0.44443077
29,7,1,fake,0.8375,0.36750594
29,7,2,fake,0.38,0.33319232
29,15,0,fake,0.34,0.5734268
29,16,0,fake,0.87,0.5189117
29,20,0,fake,0.5633333333333334,0.5787877
29,20,1,fake,0.8333333333333334,0.4931397
30,6,0,fake,0.54,0.5056394
30,6,1,fake,0.43,0.47143668
30,7,0,fake,0.56,0.4863296
30,7,1,fake,0.3666666666666667,0.47426036
30,10,0,fake,0.705,0.44268757
30,10,2,fake,0.87,0.49955085
30,13,0,fake,0.5166666666666666,0.6696062
30,18,0,fake,0.794,0.5479187
30,18,1,fake,0.77,0.5824605
31,2,1,org,1.0,0.61366475
31,5,0,org,0.522,0.47836444
32,2,0,org,0.6133333333333334,0.64429355
32,2,1,org,1.0,0.71760285
32,4,0,org,0.6133333333333334,0.5420313
33,6,0,fake,0.47,0.5767399
33,6,1,fake,0.2,0.4533999
33,7,0,fake,0.9274999999999999,0.52016616
33,7,2,fake,0.82,0.38457215
33,8,0,fake,0.7966666666666667,0.5984763
33,8,1,fake,0.8957142857142857,0.54908407
33,8,2,fake,0.42,0.35608715
33,13,0,fake,0.7825,0.7190979
34,2,0,fake,0.455,0.60447097
34,2,0,org,0.45499999999999996,0.60447097
34,2,1,fake,0.8,0.8180196
34,2,1,org,0.8000000000000002,0.8180196
34,3,1,fake,0.8000000000000002,0.69334507
34,3,1,org,0.8,0.69334507
34,8,2,fake,0.6,0.6402923
35,6,0,fake,0.64,0.5624025
35,6,1,fake,0.48,0.39182797
35,7,0,fake,0.76,0.6077803
35,7,2,fake,0.72,0.6339695
35,13,0,fake,0.65,0.7702025
36,2,0,org,0.635,0.55451334
36,3,1,org,0.8666666666666667,0.70028865
36,18,1,fake,0.9885714285714287,0.6865262
37,2,0,org,0.695,0.6158394
37,2,1,org,0.8,0.8252902
37,3,0,org,0.695,0.63141143
37,3,1,org,0.8,0.7661716
37,7,0,fake,0.855,0.69597346
37,11,0,fake,0.7933333333333333,0.75621694
37,11,2,fake,0.91,0.57998985
37,15,1,fake,0.7785714285714286,0.6645891
38,2,0,org,0.8400000000000001,0.74220234
38,2,1,org,1.0,0.7829496
38,4,0,org,0.84,0.6998035
38,8,0,fake,0.9066666666666668,0.6008491
39,2,1,org,1.0,0.50030947
39,8,0,org,0.4600000000000001,0.43401664
39,8,1,org,0.59,0.4977134
40,2,0,fake,0.625,0.7742438
40,2,0,org,0.625,0.7742438
40,2,1,fake,0.8,0.9428743
40,2,1,org,0.8,0.9428743
40,8,0,fake,0.56,0.49798274
40,8,0,org,0.56,0.49798274
40,8,1,fake,0.595,0.64065164
40,8,1,org,0.595,0.64065164
41,2,0,fake,0.6333333333333333,0.65500605
41,2,0,org,0.6333333333333333,0.65500605
41,2,1,fake,0.65,0.7119961
41,2,1,org,0.65,0.7119961
41,3,0,fake,0.6333333333333333,0.69434696
41,3,0,org,0.6333333333333333,0.69434696
41,3,1,fake,0.65,0.728729
41,3,1,org,0.65,0.728729
41,18,1,fake,0.9885714285714288,0.6735748
42,2,0,org,0.584,0.5947008
42,4,0,org,0.584,0.54358417
42,4,1,org,0.84,0.65305376
42,7,1,fake,1.0,0.5857359
42,8,1,fake,0.8285714285714286,0.68379205
42,8,2,fake,0.62,0.5375491
43,2,1,org,0.9,0.7169665
43,8,0,fake,0.42,0.48373395
44,2,0,fake,0.36,0.34926373
44,2,0,org,0.36,0.34926373
44,2,1,fake,0.6,0.47241038
44,2,1,org,0.6,0.47241038
44,4,0,fake,0.4033333333333334,0.4147638
44,4,0,org,0.4033333333333334,0.4147638
44,17,0,fake,0.49399999999999994,0.40503344
45,2,0,org,0.556,0.6118282
45,3,0,org,0.556,0.60974705
45,3,1,org,0.6999999999999998,0.7140057
45,18,1,fake,0.9885714285714287,0.6810284
46,2,0,org,0.5933333333333334,0.7328838
46,2,1,org,0.95,0.7990326
46,6,0,fake,0.8940625,0.5858947
46,6,1,fake,0.78,0.61865395
46,6,2,fake,0.58,0.5366505
46,8,0,fake,0.8333333333333334,0.54033124
46,8,2,fake,0.78,0.62931424
46,15,0,fake,0.6675,0.6814295
46,17,0,fake,0.6675,0.80412555
47,2,0,org,0.745,0.5584948
47,2,1,org,0.9,0.5915938
47,4,0,org,0.745,0.6174402
47,4,1,org,0.933333333333333,0.7778114
48,5,0,fake,0.608,0.56474936
48,6,0,fake,0.84,0.56030846
48,6,1,fake,0.7635714285714286,0.6086273
48,6,2,fake,0.78,0.6138163
48,13,0,fake,0.9200000000000002,0.6501075
48,16,0,fake,0.94,0.6564665
48,16,1,fake,0.9557142857142855,0.7749952
48,19,0,fake,0.62,0.6171318
48,19,1,fake,0.8,0.79708695
49,2,0,org,0.7866666666666667,0.5106832
49,2,1,org,0.9,0.66843677
49,8,2,fake,0.6,0.5585562
50,2,0,org,0.76,0.64381605
50,2,1,org,1.0,0.7641723
50,4,0,org,0.8299999999999998,0.69452846
50,4,1,org,0.9200000000000002,0.87680066
50,8,0,fake,0.42,0.5706039
50,18,1,fake,1.0,0.7195976
51,2,1,org,1.0,0.8182522
51,4,0,org,0.7066666666666667,0.6893413
51,4,1,org,0.9333333333333331,0.8555181
51,8,0,fake,0.9066666666666668,0.6067922
52,2,0,fake,0.3625,0.4917733
52,2,0,org,0.3625,0.4917733
52,4,0,fake,0.3625,0.43193737
52,4,0,org,0.3625,0.43193737
52,4,1,fake,0.8000000000000002,0.5596377
52,4,1,org,0.8,0.5596377
53,2,0,org,0.79,0.61216784
53,2,1,org,1.0,0.78005815
53,7,1,fake,0.7775,0.71966213
53,17,1,fake,0.787142857142857,0.6638466
54,2,0,org,0.705,0.58203113
54,2,1,org,1.0,0.6128922
54,4,0,org,0.705,0.6390699
54,4,1,org,1.0,0.70363903
54,8,0,fake,0.8333333333333333,0.50599194
55,2,0,fake,0.56,0.5876307
55,2,0,org,0.56,0.5876307
55,2,1,fake,0.8666666666666667,0.8164283
55,2,1,org,0.8666666666666667,0.8164283
55,4,0,fake,0.56,0.68532896
55,4,1,fake,0.8666666666666667,0.899163
55,4,1,org,0.8666666666666667,0.899163
55,5,0,fake,0.01,0.48934275
55,5,0,org,0.01,0.48934275
55,7,0,fake,0.855,0.6361711
55,8,0,fake,0.8850000000000001,0.60981584
55,11,0,fake,0.7933333333333333,0.73940194
55,11,2,fake,0.91,0.60380775
56,2,1,org,0.8,0.5431416
56,4,0,org,0.56,0.46401125
56,4,1,org,0.8,0.5770067
56,8,2,fake,0.6,0.45377848
57,6,0,fake,0.6833333333333332,0.5339215
57,10,0,fake,0.66,0.5246407
57,10,2,fake,0.73,0.65825796
57,15,0,fake,0.75,0.6624875
57,15,1,fake,0.8961904761904762,0.6586685
57,16,0,fake,0.738,0.6097118
57,16,1,fake,0.7742857142857144,0.65680295
58,2,1,org,1.0,0.74655795
58,8,0,fake,0.9066666666666668,0.5481429
58,8,2,fake,0.6,0.7929801
59,2,0,org,0.6666666666666667,0.6007552
59,2,1,org,1.0,0.67997414
59,4,1,org,1.0,0.693863
59,8,0,fake,0.8333333333333333,0.5338383
60,5,0,fake,0.7879999999999999,0.6330892
60,6,0,fake,0.8785714285714287,0.61079615
60,6,1,fake,0.975,0.6343957
60,6,2,fake,0.7600000000000001,0.72060585
60,9,0,fake,0.8766666666666667,0.7033441
60,9,2,fake,0.96,0.6979363
60,19,1,fake,0.9333333333333331,0.71959007
61,2,0,org,0.7966666666666667,0.6300272
61,2,1,org,0.9499999999999998,0.7700275
61,3,0,org,0.802,0.56462526
61,3,1,org,0.96,0.6420157
61,8,2,fake,0.6,0.6966813
62,7,0,fake,0.7082142857142857,0.6290338
62,7,1,fake,0.62625,0.5892121
62,7,2,fake,0.56,0.43318582
62,8,0,fake,0.7766666666666667,0.58077294
62,8,1,fake,0.7557142857142857,0.5514215
62,17,0,fake,0.8400000000000001,0.6697203
63,2,0,org,0.4466666666666665,0.5708212
63,2,1,org,0.8,0.65190315
63,3,0,org,0.514,0.5698602
63,3,1,org,0.84,0.6332643
63,18,1,fake,0.9885714285714287,0.5879698
64,2,0,org,0.6466666666666667,0.55476624
64,2,1,org,0.6,0.56536484
64,4,1,org,0.6,0.5261482
64,8,2,fake,0.6,0.38146937
65,3,0,org,0.76,0.5349098
65,4,0,org,0.695,0.54784983
65,4,1,org,1.0,0.6554955
65,6,2,fake,0.48000000000000004,0.40751594
65,13,0,fake,0.9049999999999999,0.64660656
66,2,0,fake,0.5933333333333334,0.61182463
66,2,1,fake,0.95,0.7152411
66,3,0,org,0.795,0.53857976
66,5,0,org,0.588,0.53862166
67,4,0,fake,0.54,0.6310602
67,4,0,org,0.54,0.6310602
67,4,1,fake,0.9333333333333331,0.84620494
67,4,1,org,0.9333333333333331,0.84620494
67,8,0,fake,0.8849999999999999,0.568151
68,3,0,org,0.5266666666666666,0.6918746
68,3,1,org,0.8,0.74785423
68,5,0,org,1.0,0.64116824
68,8,0,fake,0.8958333333333335,0.6700549
69,3,0,org,0.7,0.52577245
69,3,1,org,1.0,0.60720825
69,4,1,org,1.0,0.63778543
70,3,0,org,0.7399999999999999,0.6620957
70,3,1,org,0.8,0.6995411
70,4,0,org,0.74,0.6441084
70,4,1,org,0.7333333333333333,0.793033
70,18,1,fake,0.993904761904762,0.7221153
71,7,0,fake,0.7904761904761904,0.63561404
71,7,1,fake,0.6799999999999999,0.64202476
71,7,2,fake,0.6742857142857143,0.46358502
71,12,0,fake,0.72,0.6786614
72,3,0,org,0.7325,0.5866466
72,5,0,fake,0.85,0.60704195
72,5,0,org,0.606,0.60704195
73,3,0,org,0.67,0.6166648
73,3,1,org,0.8,0.6798936
73,18,1,fake,0.9885714285714287,0.66516066
74,6,1,fake,0.6575,0.6159166
74,6,2,fake,0.62,0.6062926
74,7,0,fake,0.9250000000000002,0.7081229
74,7,1,fake,0.915,0.78205585
74,7,2,fake,0.9,0.76774234
74,8,0,fake,0.7583333333333333,0.5804179
74,8,1,fake,0.5985714285714284,0.6970412
74,8,2,fake,0.49,0.789801
74,16,0,fake,0.65,0.64037126
74,16,1,fake,0.8828571428571429,0.75601333
75,3,0,org,0.7600000000000001,0.6208307
75,4,0,org,0.74,0.63737464
75,17,1,fake,0.787142857142857,0.6909375
76,3,1,org,0.9000000000000001,0.4900805
76,5,0,org,0.49,0.4760632
77,3,0,org,0.5166666666666666,0.29243267
77,3,1,org,0.6666666666666667,0.32841283
77,4,0,org,0.5166666666666666,0.4126263
78,7,0,fake,0.7313888888888889,0.6776755
78,7,1,fake,0.803125,0.7765737
78,7,2,fake,0.895,0.68978775
78,8,1,fake,0.9399999999999998,0.5725063
78,8,2,fake,0.62,0.5762468
79,3,0,org,0.545,0.47365636
79,3,1,org,0.6,0.50204104
79,5,0,org,0.67,0.42110652
80,3,0,org,0.72,0.6383982
80,3,1,org,0.7333333333333333,0.7960951
80,5,0,org,0.4266666666666666,0.46704945
80,7,0,fake,0.855,0.6961249
80,7,1,fake,0.7775,0.82774514
80,11,0,fake,0.7933333333333333,0.76955533
80,11,2,fake,0.9099999999999999,0.71401024
80,17,1,fake,0.787142857142857,0.79721117
81,5,0,fake,0.78,0.4273926
81,7,0,fake,0.35666666666666663,0.358468
81,7,2,fake,0.4600000000000001,0.3960129
81,19,0,fake,0.8666666666666667,0.5097517
81,19,1,fake,0.8999999999999999,0.34868005
82,3,0,org,0.7100000000000001,0.70514786
82,3,1,org,0.9,0.6842222
82,5,0,org,0.78,0.678266
82,6,2,fake,0.4799999999999999,0.70772505
82,8,0,fake,0.9066666666666668,0.706725
82,13,0,fake,0.905,0.8453456
83,3,0,org,0.645,0.55447596
83,3,1,org,0.85,0.61527395
84,3,1,org,1.0,0.7261679
84,4,0,org,0.7,0.6880406
84,4,1,org,1.0,0.937091
84,7,0,fake,0.855,0.65689623
84,8,0,fake,0.885,0.5564183
84,11,0,fake,0.7933333333333333,0.710309
84,11,2,fake,0.91,0.63911784
85,3,1,org,1.0,0.73853767
85,5,0,org,0.75,0.5425267
85,8,2,fake,0.6,0.7054408
86,3,0,org,0.64,0.7844177
86,5,0,fake,0.85,0.666327
86,5,0,org,1.0,0.666327
86,6,0,fake,0.54,0.6420156
86,7,1,fake,1.0,0.6738139
87,3,0,org,0.78,0.50822145
87,5,0,fake,0.85,0.5156226
88,3,0,org,0.8666666666666667,0.6103927
88,3,1,org,0.7333333333333333,0.63716424
88,18,1,fake,0.9885714285714287,0.6593411
89,7,0,fake,0.975,0.51902604
89,7,1,fake,0.5866666666666666,0.39597714
89,7,2,fake,0.44,0.2636279
89,12,0,fake,0.8474999999999999,0.62733674
90,3,1,org,1.0,0.553648
91,3,0,org,0.58,0.5011926
91,3,1,org,0.4,0.54692554
92,4,1,fake,1.0,0.8555168
92,7,0,fake,0.775,0.6135582
92,7,1,fake,0.7775,0.7003998
92,7,2,fake,0.5,0.3968563
92,8,0,fake,0.785,0.45818514
92,8,1,fake,0.7416666666666667,0.5239
92,11,0,fake,0.8299999999999998,0.6515541
93,3,1,org,1.0,0.5842242
93,4,0,org,0.6999999999999998,0.46135327
93,8,2,fake,0.62,0.55320877
94,3,0,org,0.735,0.5322319
94,4,0,org,0.7733333333333333,0.5308922
95,3,0,org,0.715,0.5877991
95,4,0,org,0.715,0.5818368
95,4,1,org,0.7,0.632749
95,6,2,fake,0.44,0.40520158
95,9,0,fake,0.55,0.6364094
96,5,0,org,0.882,0.6936686
96,7,0,fake,0.9599999999999999,0.7668361
96,8,0,fake,0.8333333333333333,0.69950104
97,3,0,org,0.62,0.64745444
97,4,0,org,0.6533333333333333,0.6763948
97,4,1,org,0.92,0.8843235
97,15,1,fake,0.7785714285714286,0.73155165
98,6,0,fake,0.22000000000000003,0.42407018
98,6,1,fake,0.245,0.2846107
98,15,0,fake,0.826,0.45437706
98,15,1,fake,0.8285714285714286,0.3184725
99,4,0,org,0.6833333333333332,0.59516746
99,4,1,org,0.64,0.7404801
99,17,1,fake,0.5583333333333333,0.6410688
99,18,1,fake,0.8433333333333333,0.775514
100,3,0,org,0.65,0.6076432
100,4,0,org,0.8220000000000001,0.657182
100,4,1,org,1.0,0.82254684
100,8,0,fake,0.8333333333333333,0.5895127
101,3,0,org,0.61,0.61601627
101,3,1,org,1.0,0.72209
101,8,1,fake,0.6625,0.64453804
102,5,0,fake,0.8220000000000001,0.69337714
102,7,1,fake,0.9700000000000001,0.765604
102,7,2,fake,0.6749999999999999,0.65281427
102,9,0,fake,0.6525,0.68991685
102,9,2,fake,0.64,0.64085186
102,19,0,fake,0.8,0.7457695
103,4,0,org,0.45,0.46084988
103,4,1,org,0.76,0.5731276
103,5,0,fake,0.85,0.5634919
103,8,0,org,0.395,0.41481137
103,8,1,org,0.35857142857142854,0.35325098
104,4,1,org,1.0,0.7461941
105,4,0,org,0.74,0.7351537
105,4,1,org,1.0,0.92536855
105,5,0,org,0.644,0.6347418
105,8,0,fake,0.42,0.6434641
105,18,1,fake,0.9885714285714287,0.8102981
106,7,0,fake,0.9125,0.7080688
106,7,1,fake,0.9059722222222223,0.7335137
106,7,2,fake,0.9199999999999999,0.72372025
106,8,0,fake,0.6383333333333333,0.55932367
106,8,1,fake,0.6128571428571429,0.54935575
106,8,2,fake,0.58,0.54676235
106,11,0,fake,0.7533333333333333,0.66480273
106,11,2,fake,0.73,0.5233576
107,4,0,org,0.79,0.55968696
107,4,1,org,1.0,0.71322256
107,5,0,fake,0.85,0.6154995
107,5,0,org,0.706,0.6154995
108,4,0,org,0.6566666666666668,0.5591638
108,4,1,org,1.0,0.68415916
108,5,0,org,0.8225,0.5268698
109,4,0,fake,0.6799999999999999,0.6344015
109,4,0,org,0.68,0.6344015
109,5,0,fake,0.484,0.5634133
109,5,0,org,0.484,0.5634133
109,7,0,fake,0.943333333333333,0.592222
110,7,0,fake,0.731875,0.61173445
110,7,1,fake,0.6348148148148148,0.4525751
110,7,2,fake,0.6828571428571429,0.4396333
110,12,0,fake,0.8475,0.7092413
110,13,0,fake,0.7791666666666667,0.8420118
111,4,0,org,0.82,0.6215197
111,7,0,fake,0.855,0.636692
111,8,0,fake,0.885,0.54644567
111,9,0,org,0.735,0.47659424
111,11,0,fake,0.7933333333333333,0.6979479
111,11,2,fake,0.9099999999999999,0.6476731
112,4,0,org,0.515,0.6294547
112,4,1,org,1.0,0.8756422
112,5,0,org,0.49000000000000005,0.47088742
112,7,0,fake,0.855,0.643553
112,8,0,fake,0.885,0.57135427
112,11,0,fake,0.7933333333333333,0.7270498
112,11,2,fake,0.9099999999999999,0.6603099
113,4,0,org,0.73,0.5558376
113,4,1,org,0.9499999999999998,0.6893804
114,7,0,fake,0.8550000000000001,0.5263242
114,8,2,fake,0.6,0.5006474
114,11,0,fake,0.7933333333333333,0.66310906
114,11,2,fake,0.91,0.51033926
114,20,0,org,0.5233333333333333,0.5793936
114,20,1,org,0.85,0.70583344
115,5,0,org,0.5,0.45266902
115,19,0,org,0.65,0.53242457
115,19,1,org,0.76,0.5798025
116,5,0,org,0.7440000000000001,0.44265622
116,7,0,fake,0.8550000000000001,0.6318753
116,11,0,fake,0.7933333333333333,0.7199873
116,11,2,fake,0.91,0.535964
116,17,0,fake,0.494,0.5744924
116,20,0,org,0.6799999999999999,0.6575388
116,20,1,org,0.9666666666666669,0.7693502
117,5,0,fake,0.01,0.42484784
117,5,0,org,0.01,0.42484784
117,6,0,fake,0.54,0.4129439
118,5,0,org,0.608,0.4812618
118,6,0,fake,0.5400000000000001,0.44725376
119,5,0,org,0.748,0.5866034
119,6,2,fake,0.48,0.6151087
119,8,0,fake,0.9066666666666668,0.61523473
119,13,0,fake,0.905,0.7519413
119,19,0,org,0.71,0.7240863
119,19,1,org,0.6999999999999998,0.6313781
120,19,0,org,0.7333333333333333,0.5572468
120,19,1,org,0.8666666666666666,0.6400057
121,5,0,org,0.38333333333333336,0.45986572
121,8,1,fake,0.8285714285714286,0.71612394
121,18,1,fake,0.8433333333333332,0.7177043
121,19,0,org,0.85,0.6359921
122,5,0,org,0.73,0.57696784
122,7,1,fake,1.0,0.71391857
122,15,1,fake,0.7785714285714286,0.7146464
122,19,0,org,0.6666666666666666,0.7048463
122,19,1,org,0.9333333333333331,0.81104296
123,3,1,fake,1.0,0.7029943
123,7,1,fake,0.44,0.7039648
123,8,1,fake,0.5471428571428573,0.5091547
123,16,1,fake,0.7342857142857143,0.7518799
124,5,0,org,1.0,0.38889846
124,19,1,org,0.8,0.4859892
125,5,0,org,0.608,0.34379274
125,19,0,org,0.62,0.38783792
125,19,1,org,0.8,0.5500239
126,6,0,fake,0.64,0.565433
126,6,1,fake,0.6933333333333332,0.5911766
126,6,2,fake,0.54,0.7105088
126,8,0,fake,0.7183333333333333,0.52943736
126,8,1,fake,0.812,0.5928542
126,8,2,fake,0.6,0.7135906
127,5,0,org,0.7380000000000001,0.48125178
127,17,1,fake,0.787142857142857,0.68471634
127,19,0,org,0.85,0.5748266
128,5,0,org,0.6779999999999999,0.5728723
128,8,0,fake,0.9066666666666668,0.6490259
128,19,0,org,0.7200000000000001,0.66465795
128,19,1,org,0.9666666666666669,0.700115
129,5,0,org,0.594,0.5246537
129,7,0,fake,0.8550000000000001,0.6769208
129,11,0,fake,0.7933333333333333,0.7256918
129,11,2,fake,0.91,0.6520111
129,17,1,fake,0.787142857142857,0.79086345
129,19,0,org,0.7433333333333333,0.6778345
129,19,1,org,0.9333333333333331,0.85753417
130,5,0,fake,0.85,0.58426327
130,5,0,org,0.8220000000000002,0.58426327
130,19,0,org,0.8,0.6065524
131,5,0,org,0.632,0.5349505
131,8,0,fake,0.8850000000000001,0.57443345
131,18,1,fake,1.0,0.7230888
131,19,0,org,0.555,0.6588508
131,19,1,org,0.8,0.77185285
132,6,1,fake,0.7600000000000001,0.5374441
132,6,2,fake,0.6,0.42839518
132,7,0,fake,0.5275,0.5753827
132,8,0,fake,0.6783333333333332,0.6004443
132,8,1,fake,0.822857142857143,0.5917637
132,8,2,fake,0.67,0.62292594
132,17,0,fake,0.718,0.7195158
132,17,1,fake,0.8014285714285714,0.74099123
133,5,0,org,0.78,0.5857237
133,8,2,fake,0.62,0.6404035
133,15,1,fake,0.7785714285714286,0.7066165
133,19,1,org,0.9,0.73907185
134,8,2,fake,0.62,0.601288
134,10,0,org,0.698,0.58712244
134,10,2,org,0.7099999999999999,0.57993317
135,5,0,org,0.884,0.54870415
135,19,0,org,0.8666666666666667,0.5613543
135,19,1,org,0.966666666666667,0.54064095
137,5,0,org,0.434,0.39584476
137,8,1,fake,0.8285714285714286,0.6757877
137,19,0,org,0.5666666666666665,0.54771775
137,19,1,org,0.85,0.59570444
138,5,0,org,0.85,0.77766895
138,6,0,fake,0.7775,0.6851922
138,6,1,fake,0.7325,0.6682891
138,6,2,fake,0.54,0.69530094
138,7,0,fake,0.8925,0.75218415
138,7,1,fake,0.88,0.802505
138,7,2,fake,0.88,0.7756966
138,8,2,fake,0.62,0.58175796
139,6,2,fake,0.48,0.5704349
139,13,0,fake,0.905,0.73829335
139,18,1,fake,1.0,0.720128
139,19,0,org,0.8433333333333333,0.6947993
140,5,0,org,0.9149999999999999,0.531266
140,8,0,fake,0.42,0.4876555
140,19,1,org,1.0,0.72500336
141,5,0,org,0.01,0.34987646
141,7,1,fake,0.7775,0.7111317
141,8,2,fake,0.6,0.5659754
141,19,0,org,0.6500000000000001,0.5006139
141,19,1,org,0.9200000000000002,0.8045037
142,5,0,fake,1.0,0.5823037
142,5,0,org,1.0,0.5823037
142,19,0,fake,0.6833333333333333,0.5891337
142,19,0,org,0.6833333333333332,0.5891337
142,19,1,fake,0.7333333333333333,0.56263125
142,19,1,org,0.7333333333333333,0.56263125
143,6,2,fake,0.82,0.5555572
143,19,0,org,0.6233333333333334,0.6030286
143,19,1,org,0.92,0.6230319
144,8,1,fake,0.6625,0.5420824
144,20,1,org,0.9,0.6857571
145,6,0,fake,0.65,0.461894
145,6,1,fake,0.71375,0.39292076
145,6,2,fake,0.58,0.26559561
145,7,1,fake,0.56,0.40327334
145,10,0,fake,0.5766666666666665,0.35210773
145,12,0,fake,0.91,0.5239285
146,5,0,org,0.715,0.38079655
146,19,0,org,0.6166666666666666,0.39018452
146,19,1,org,1.0,0.38530454
147,5,0,org,0.7659999999999999,0.6054286
147,8,0,fake,0.42,0.5838043
147,18,1,fake,1.0,0.7183223
