student,module,test,dtype,score,pred
12,18,0,org,0.62,0.55328953
13,2,0,org,0.7100000000000001,0.6566526
13,2,1,org,1.0,0.5495527
13,4,0,org,0.56,0.58853537
13,7,0,fake,0.98,0.6097415
13,7,1,fake,0.625,0.45324242
13,17,0,fake,0.878,0.6859348
14,2,0,org,0.8316666666666667,0.41646448
14,2,1,org,0.96,0.4670884
14,9,0,org,0.345,0.33374658
15,2,1,fake,1.0,0.80914986
15,2,1,org,1.0,0.80914986
15,3,0,fake,0.6900000000000001,0.6387044
15,3,0,org,0.69,0.6387044
15,6,1,fake,0.4,0.60178304
16,2,0,org,0.665,0.63390684
16,2,1,org,0.8,0.6928221
16,3,0,org,0.7125,0.6460125
16,3,1,org,0.85,0.69850135
16,8,1,fake,0.64,0.5686104
16,9,2,fake,0.51,0.63357764
17,2,1,org,1.0,0.72656536
17,4,0,org,0.8275000000000001,0.5857566
17,4,1,org,1.0,0.746755
17,8,0,fake,0.42,0.42251292
18,2,0,org,0.67,0.61147106
18,2,1,org,0.8000000000000002,0.6788651
18,3,0,org,0.67,0.6781583
18,3,1,org,0.8,0.70418864
18,8,1,fake,0.735,0.7785648
18,8,2,fake,0.6805,0.6939112
19,3,0,org,0.66,0.63102174
19,3,1,org,0.8666666666666667,0.68597865
19,6,2,fake,0.82,0.7041043
19,7,2,fake,0.56,0.68611157
20,2,1,org,0.4,0.8422773
20,5,0,org,0.40666666666666657,0.7157544
20,6,2,fake,0.48000000000000004,0.7319031
20,8,0,fake,0.9066666666666668,0.8099285
20,8,2,fake,0.7299999999999999,0.8879143
20,13,0,fake,0.9049999999999999,0.92583025
21,2,0,fake,0.6266666666666666,0.5281203
21,2,0,org,0.6266666666666666,0.5281203
21,2,1,fake,0.9333333333333331,0.6504984
21,2,1,org,0.9333333333333331,0.6504984
21,3,0,fake,0.6266666666666666,0.48415995
21,3,0,org,0.6266666666666666,0.48415995
22,2,0,org,0.75,0.400487
22,2,1,org,1.0,0.51993024
22,3,0,org,0.7266666666666667,0.48036873
22,3,1,org,1.0,0.5385135
23,3,0,org,0.6233333333333334,0.5377936
23,3,1,org,0.75,0.5728674
24,2,0,org,0.755,0.7315247
24,4,0,org,0.6849999999999999,0.6042963
24,4,1,org,1.0,0.73574394
24,6,1,fake,0.4,0.5996342
24,17,0,fake,0.802,0.7049789
25,2,0,org,0.6433333333333333,0.8221414
25,2,1,org,0.8,0.97920907
25,4,0,org,0.5075,0.71283233
25,4,1,org,0.8,0.96002805
25,8,0,fake,0.42,0.6219425
25,8,1,fake,0.64,0.72728884
25,8,2,fake,0.51,0.6852437
26,2,0,org,0.54,0.72816545
26,2,1,org,0.92,0.7894279
26,4,0,org,0.48200000000000004,0.6988745
26,4,1,org,0.9200000000000002,0.8967328
26,7,2,fake,0.64,0.6492048
26,10,0,fake,0.8,0.5670286
26,17,1,fake,0.787142857142857,0.7312913
27,2,0,org,0.7299999999999999,0.61451375
27,3,0,org,0.6016666666666666,0.61497664
27,3,1,org,1.0,0.64040357
27,18,1,fake,0.9885714285714287,0.67800516
28,2,0,fake,0.8066666666666668,0.7860364
28,2,1,fake,0.8666666666666667,0.8846271
28,6,0,fake,0.9650000000000001,0.6540843
28,6,1,fake,0.9075000000000001,0.64836717
28,6,2,fake,0.94,0.68271506
28,8,0,fake,0.8966666666666667,0.7850461
29,7,0,fake,0.9275,0.44019598
29,7,1,fake,0.8375,0.3655949
29,7,2,fake,0.38000000000000006,0.32791874
29,15,0,fake,0.34,0.5629623
29,16,0,fake,0.87,0.51421624
29,20,0,fake,0.5633333333333334,0.5652891
29,20,1,fake,0.8333333333333333,0.48117536
30,6,0,fake,0.54,0.5047011
30,6,1,fake,0.43,0.4698198
30,7,0,fake,0.56,0.48292702
30,7,1,fake,0.4033333333333333,0.47120312
30,10,0,fake,0.705,0.4406379
30,10,2,fake,0.87,0.49192446
30,13,0,fake,0.5166666666666666,0.6664673
30,18,0,fake,0.794,0.5477984
30,18,1,fake,0.77,0.5825099
31,2,1,org,1.0,0.6029195
31,5,0,org,0.522,0.46918786
32,2,0,org,0.6133333333333334,0.63203514
32,2,1,org,1.0,0.7036633
32,4,0,org,0.6133333333333334,0.5320769
33,2,1,org,0.8,0.8068275
33,6,0,fake,0.9375,0.68915385
33,6,1,fake,0.691875,0.6220646
33,6,2,fake,0.7,0.59282637
33,7,1,fake,0.7266666666666667,0.63364756
33,9,0,fake,0.7933333333333333,0.7672614
33,13,0,fake,0.8175,0.82214737
34,2,0,fake,0.45499999999999996,0.6583478
34,2,0,org,0.455,0.6583478
34,2,1,fake,0.8,0.90309674
34,2,1,org,0.8,0.90309674
34,3,1,fake,0.8000000000000002,0.7371795
34,3,1,org,0.8,0.7371795
34,7,0,fake,0.855,0.6250537
34,11,0,fake,0.7933333333333333,0.7349771
34,11,2,fake,0.91,0.62539697
35,6,0,fake,0.64,0.5596668
35,6,1,fake,0.48,0.39244127
35,7,0,fake,0.7600000000000001,0.6035519
35,7,2,fake,0.7200000000000001,0.62673944
35,13,0,fake,0.65,0.7651845
36,2,0,org,0.635,0.55144566
36,3,1,org,0.8666666666666668,0.69296443
36,18,1,fake,0.9885714285714287,0.67842406
37,2,0,org,0.695,0.67042035
37,2,1,org,0.8,0.84091014
37,3,0,org,0.695,0.7406711
37,3,1,org,0.8,0.8516536
37,6,0,fake,0.9512499999999999,0.72905266
37,7,0,fake,0.855,0.82537556
37,11,0,fake,0.7933333333333333,0.8922727
37,11,2,fake,0.9099999999999999,0.5724035
38,2,0,org,0.84,0.7629754
38,2,1,org,1.0,0.8363216
38,4,0,org,0.84,0.7464231
38,7,1,fake,0.78,0.64938074
38,9,2,fake,0.8200000000000001,0.7046334
39,2,1,fake,1.0,0.6672891
39,2,1,org,1.0,0.6672891
39,6,1,fake,0.4,0.5196206
39,8,0,fake,0.46,0.56728375
39,8,0,org,0.4600000000000001,0.56728375
39,8,1,fake,0.59,0.64977765
39,8,1,org,0.59,0.64977765
40,2,0,fake,0.625,0.76284355
40,2,0,org,0.625,0.76284355
40,2,1,fake,0.8000000000000002,0.9279845
40,2,1,org,0.8,0.9279845
40,8,0,fake,0.56,0.48851246
40,8,0,org,0.56,0.48851246
40,8,1,fake,0.595,0.62635446
40,8,1,org,0.595,0.62635446
41,2,0,org,0.6333333333333333,0.7796869
41,2,1,org,0.65,0.8077786
41,3,0,org,0.6333333333333333,0.7970059
41,3,1,org,0.65,0.81201065
41,7,1,fake,0.78,0.7261184
41,7,2,fake,0.64,0.63783026
41,10,0,fake,0.8,0.6872056
41,18,1,fake,0.9885714285714288,0.7495889
42,2,0,org,0.584,0.5557041
42,4,0,org,0.584,0.53328353
42,4,1,org,0.84,0.614991
42,8,1,fake,0.8285714285714286,0.6833737
42,8,2,fake,0.62,0.54948
42,18,1,fake,0.8433333333333332,0.6996855
43,2,1,org,0.9,0.70325756
43,8,0,fake,0.42,0.47226733
44,2,0,fake,0.36,0.34935224
44,2,0,org,0.36,0.34935224
44,2,1,fake,0.6,0.46787742
44,2,1,org,0.6,0.46787742
44,4,0,fake,0.4033333333333334,0.41342446
44,4,0,org,0.4033333333333334,0.41342446
44,17,0,fake,0.494,0.4047855
45,2,0,org,0.556,0.60597944
45,3,0,org,0.556,0.60663277
45,3,1,org,0.6999999999999998,0.70572186
45,18,1,fake,0.9885714285714287,0.67251724
46,2,0,org,0.5933333333333334,0.7346648
46,2,1,org,0.95,0.79965353
46,6,0,fake,0.905,0.5899509
46,6,1,fake,0.78,0.61917293
46,6,2,fake,0.58,0.5384122
46,8,0,fake,0.8333333333333333,0.54156685
46,8,2,fake,0.78,0.62066936
46,15,0,fake,0.6675,0.6822777
46,17,0,fake,0.6675,0.80663157
47,2,0,org,0.745,0.6684476
47,2,1,org,0.9,0.69485724
47,4,0,org,0.745,0.66544163
47,4,1,org,0.9333333333333332,0.8315289
47,17,0,fake,0.84,0.6480411
48,5,0,fake,0.608,0.56404793
48,6,0,fake,0.84,0.5586672
48,6,1,fake,0.7849999999999999,0.6041164
48,6,2,fake,0.78,0.60934407
48,13,0,fake,0.92,0.64814645
48,16,0,fake,0.94,0.654188
48,16,1,fake,0.9557142857142855,0.7680398
48,19,0,fake,0.62,0.61848617
48,19,1,fake,0.8000000000000002,0.7891072
49,2,0,fake,0.7866666666666667,0.60374546
49,2,0,org,0.7866666666666667,0.60374546
49,2,1,fake,0.9,0.78160894
49,2,1,org,0.9,0.78160894
49,8,0,fake,0.586,0.63849115
49,8,2,fake,0.6,0.66295516
50,2,0,org,0.76,0.6236964
50,2,1,org,1.0,0.7364441
50,4,0,org,0.83,0.6993379
50,4,1,org,0.92,0.8726236
50,6,0,fake,0.75,0.6674118
50,18,1,fake,1.0,0.7275679
51,2,1,org,1.0,0.80872047
51,4,0,org,0.7066666666666667,0.6884179
51,4,1,org,0.9333333333333332,0.8369537
51,7,1,fake,0.78,0.6414703
51,8,0,fake,0.9066666666666667,0.61154133
52,2,0,fake,0.3625,0.48486415
52,2,0,org,0.3625,0.48486415
52,4,0,fake,0.3625,0.42041296
52,4,0,org,0.3625,0.42041296
52,4,1,fake,0.8,0.5270295
52,4,1,org,0.8,0.5270295
53,2,0,fake,0.79,0.6420304
53,2,0,org,0.79,0.6420304
53,2,1,fake,1.0,0.78627384
53,2,1,org,1.0,0.78627384
53,17,1,fake,0.787142857142857,0.65255487
54,2,0,org,0.705,0.7303522
54,2,1,org,1.0,0.7848646
54,4,0,org,0.705,0.7742931
54,4,1,org,1.0,0.87504137
54,8,0,fake,0.815,0.6370124
54,8,2,fake,0.53,0.62148595
55,2,0,fake,0.56,0.59492725
55,2,0,org,0.56,0.59492725
55,2,1,fake,0.8666666666666667,0.8204702
55,2,1,org,0.8666666666666667,0.8204702
55,4,0,fake,0.56,0.6915301
55,4,0,org,0.56,0.6915301
55,4,1,fake,0.8666666666666667,0.90186936
55,4,1,org,0.8666666666666668,0.90186936
55,5,0,fake,0.01,0.49198228
55,5,0,org,0.01,0.49198228
55,7,0,fake,0.855,0.63776153
55,11,0,fake,0.7933333333333333,0.7421422
55,11,2,fake,0.9099999999999999,0.6090051
56,2,1,org,0.8,0.53665257
56,4,0,org,0.56,0.46448272
56,4,1,org,0.8,0.57474345
56,8,0,fake,0.586,0.48583615
56,8,2,fake,0.6,0.4366171
57,6,0,fake,0.6833333333333332,0.5325997
57,10,0,fake,0.66,0.52281165
57,10,2,fake,0.73,0.6497031
57,15,0,fake,0.75,0.65711075
57,15,1,fake,0.9017857142857143,0.65427715
57,16,0,fake,0.738,0.60735214
57,16,1,fake,0.7742857142857144,0.6511205
58,2,1,org,1.0,0.7416576
58,8,0,fake,0.9066666666666668,0.5412041
58,8,2,fake,0.6,0.7784383
59,2,0,org,0.6666666666666667,0.71616364
59,2,1,org,1.0,0.80947244
59,4,1,org,1.0,0.85713744
59,8,0,fake,0.8333333333333333,0.6075104
59,9,2,fake,0.82,0.6875738
60,5,0,fake,0.7879999999999999,0.63270307
60,6,0,fake,0.7625000000000001,0.612056
60,6,1,fake,0.975,0.6328343
60,6,2,fake,0.9550000000000001,0.71881044
60,9,0,fake,0.8766666666666667,0.6999434
60,9,2,fake,0.96,0.6940031
60,19,1,fake,0.9333333333333331,0.71775126
61,2,0,org,0.7966666666666667,0.7676945
61,2,1,org,0.95,0.90549
61,3,0,org,0.802,0.66698635
61,3,1,org,0.96,0.7429762
61,6,2,fake,0.74,0.6831701
61,18,1,fake,0.9885714285714287,0.783244
62,4,0,org,0.7975,0.7261732
62,6,1,fake,0.65,0.6045923
62,7,0,fake,0.728,0.60121167
62,7,2,fake,0.68,0.44309482
62,9,0,fake,0.85,0.7397297
62,9,2,fake,0.62,0.6819887
62,12,0,fake,0.6625,0.6984669
62,13,0,fake,0.8175,0.7481703
63,2,0,org,0.44666666666666655,0.64069736
63,2,1,org,0.8,0.7085746
63,3,0,org,0.514,0.64668846
63,3,1,org,0.84,0.7096728
63,9,2,fake,0.82,0.63549787
63,18,1,fake,0.9885714285714288,0.65349984
64,2,0,org,0.6466666666666667,0.5485325
64,2,1,org,0.6,0.56005955
64,4,1,org,0.6,0.5204288
64,8,2,fake,0.6,0.37350506
65,3,0,org,0.76,0.46888658
65,4,0,org,0.695,0.51290107
65,4,1,org,1.0,0.6321207
65,19,0,fake,0.6666666666666667,0.51305085
66,3,0,org,0.795,0.65847224
66,4,0,fake,0.7975,0.74187136
66,5,0,org,0.588,0.62662745
66,6,0,fake,0.75,0.66480964
66,17,0,fake,0.802,0.7328112
67,4,0,fake,0.54,0.6287299
67,4,0,org,0.54,0.6287299
67,4,1,fake,0.9333333333333331,0.8386785
67,4,1,org,0.9333333333333331,0.8386785
67,8,0,fake,0.885,0.5611672
68,3,0,org,0.5266666666666666,0.6804172
68,3,1,org,0.8,0.73201
68,5,0,org,1.0,0.62068295
68,7,1,fake,0.78,0.6827633
68,8,0,fake,0.885,0.6321273
69,3,0,org,0.7,0.60568
69,3,1,org,1.0,0.6949564
69,4,1,org,1.0,0.75193906
69,9,2,fake,0.82,0.56366646
70,3,0,org,0.74,0.7406588
70,3,1,org,0.8,0.7613491
70,4,0,org,0.74,0.7011101
70,4,1,org,0.7333333333333333,0.8459147
70,6,1,fake,0.6,0.6849704
70,7,1,fake,0.78,0.6993975
70,8,2,fake,0.73,0.64764947
71,7,0,fake,0.76875,0.63365364
71,7,1,fake,0.697,0.63782364
71,7,2,fake,0.6225,0.46019202
71,12,0,fake,0.72,0.68225306
72,3,0,org,0.7325,0.6118635
72,5,0,fake,0.85,0.64097345
72,5,0,org,0.606,0.64097345
72,7,1,fake,0.715,0.59381706
72,9,0,fake,0.79,0.6655922
73,3,0,org,0.67,0.61368346
73,3,1,org,0.8,0.67285025
73,18,1,fake,0.9885714285714287,0.65697086
74,2,0,fake,0.8033333333333333,0.7165387
74,2,1,fake,0.9333333333333331,0.85640866
74,3,0,fake,0.765,0.6875183
74,3,0,org,0.64,0.6875183
74,3,1,fake,0.9333333333333331,0.76570153
74,6,1,fake,0.6575,0.6833359
74,6,2,fake,0.62,0.62267345
74,7,0,fake,0.925,0.8373584
74,7,1,fake,0.915,0.90538985
74,7,2,fake,0.9,0.83526176
74,16,0,fake,0.65,0.7517464
74,16,1,fake,0.8828571428571429,0.8503163
75,3,0,org,0.76,0.6635866
75,4,0,org,0.7399999999999999,0.6474504
75,8,1,fake,0.74,0.7012305
75,10,0,fake,0.6033333333333334,0.5852288
75,17,1,fake,0.787142857142857,0.6940887
76,3,1,org,0.9,0.48258904
76,5,0,org,0.49,0.4669613
77,3,0,org,0.5166666666666666,0.3653405
77,3,1,org,0.6666666666666666,0.41166443
77,4,0,org,0.5166666666666666,0.49163485
77,6,2,fake,0.74,0.40125096
78,7,0,fake,0.7233333333333333,0.6779407
78,7,1,fake,0.7903125,0.7750141
78,7,2,fake,0.9099999999999999,0.6861772
78,8,1,fake,0.94,0.56925756
78,8,2,fake,0.62,0.56903374
79,3,0,org,0.545,0.58715546
79,3,1,org,0.6,0.6445191
79,5,0,org,0.67,0.51841176
79,8,2,fake,0.51,0.59012806
80,3,0,org,0.72,0.6408032
80,3,1,org,0.7333333333333333,0.7943291
80,5,0,org,0.4266666666666666,0.46840435
80,7,0,fake,0.855,0.69407374
80,7,1,fake,0.7775,0.8240572
80,11,0,fake,0.7933333333333333,0.77015096
80,11,2,fake,0.91,0.715474
80,17,1,fake,0.787142857142857,0.7956141
81,5,0,fake,0.78,0.42354697
81,7,0,fake,0.35666666666666663,0.35343528
81,7,2,fake,0.46,0.38874793
81,19,0,fake,0.8666666666666667,0.50821173
81,19,1,fake,0.9,0.34701282
82,3,0,org,0.71,0.7735622
82,3,1,org,0.8999999999999999,0.74796057
82,5,0,org,0.7799999999999999,0.7274595
82,6,2,fake,0.48,0.73951226
82,8,0,fake,0.9066666666666668,0.78722525
82,8,2,fake,0.73,0.8760993
82,13,0,fake,0.905,0.92430437
83,3,0,org,0.645,0.5610834
83,3,1,org,0.85,0.60511565
83,6,1,fake,0.4,0.5287699
84,3,1,org,1.0,0.7289641
84,4,0,org,0.7,0.65150744
84,4,1,org,1.0,0.89729476
84,7,2,fake,0.56,0.5995356
84,8,0,fake,0.885,0.538692
85,3,1,org,1.0,0.7418048
85,5,0,org,0.75,0.53749144
85,8,0,fake,0.586,0.6423574
85,8,2,fake,0.6,0.6829829
86,3,0,org,0.64,0.8122097
86,5,0,org,1.0,0.67691684
86,6,0,fake,0.54,0.65915275
86,7,1,fake,1.0,0.6832327
86,7,2,fake,1.0,0.7374313
86,17,0,fake,0.8400000000000001,0.7476231
87,3,0,org,0.78,0.6381189
87,5,0,fake,0.85,0.62451637
87,17,0,fake,0.8400000000000001,0.6205206
88,3,0,org,0.8666666666666667,0.60860825
88,3,1,org,0.7333333333333333,0.6321087
88,18,1,fake,0.9885714285714287,0.65264213
89,7,0,fake,0.975,0.51464164
89,7,1,fake,0.5866666666666666,0.393043
89,7,2,fake,0.44,0.25952518
89,12,0,fake,0.8475,0.62646866
90,3,1,org,1.0,0.6408129
90,7,1,fake,0.715,0.65338296
90,9,0,fake,0.79,0.65835476
91,3,0,org,0.58,0.60019255
91,3,1,org,0.4,0.6332978
91,7,2,fake,0.64,0.49678132
91,10,0,fake,0.8000000000000002,0.5022633
92,4,1,fake,1.0,0.85332036
92,7,0,fake,0.775,0.6129128
92,7,1,fake,0.7775,0.6974027
92,7,2,fake,0.5,0.39395362
92,8,0,fake,0.785,0.45647353
92,8,1,fake,0.7416666666666666,0.5193906
92,11,0,fake,0.83,0.64959335
93,3,1,org,1.0,0.6592876
93,4,0,org,0.7,0.5277106
93,6,1,fake,0.4,0.57421386
93,8,2,fake,0.62,0.59945714
94,3,0,org,0.735,0.64319634
94,4,0,org,0.7733333333333333,0.61143816
94,7,2,fake,0.56,0.64073074
95,3,0,org,0.715,0.5843171
95,4,0,org,0.715,0.5775435
95,4,1,org,0.7,0.6283404
95,6,2,fake,0.44,0.40375078
95,9,0,fake,0.55,0.63244367
96,5,0,org,0.882,0.66282755
96,8,0,fake,0.8157407407407408,0.657447
96,8,2,fake,0.53,0.65507364
97,3,0,org,0.62,0.6341231
97,4,0,org,0.6533333333333333,0.68317467
97,4,1,org,0.9200000000000002,0.8687246
97,8,2,fake,0.53,0.60940015
97,15,1,fake,0.7785714285714286,0.6876414
98,6,0,fake,0.22,0.41564575
98,6,1,fake,0.245,0.2797092
98,15,0,fake,0.826,0.442309
98,15,1,fake,0.8285714285714286,0.31266177
99,4,0,org,0.6833333333333332,0.59112406
99,4,1,org,0.64,0.73344237
99,17,1,fake,0.5583333333333333,0.6351562
99,18,1,fake,0.8433333333333332,0.76818323
100,3,0,org,0.65,0.5998274
100,4,0,org,0.8220000000000001,0.67005956
100,4,1,org,1.0,0.83893764
100,6,2,fake,0.74,0.635743
100,8,0,fake,0.8333333333333333,0.56190777
101,3,0,org,0.61,0.6814071
101,3,1,org,1.0,0.7567644
101,7,1,fake,0.78,0.63385636
101,9,2,fake,0.82,0.66095555
102,5,0,fake,0.8220000000000001,0.688944
102,7,1,fake,0.9700000000000001,0.7592826
102,7,2,fake,0.6777777777777777,0.64533585
102,9,0,fake,0.6525,0.685589
102,9,2,fake,0.64,0.6352633
102,19,0,fake,0.8000000000000002,0.74600124
103,4,0,org,0.44999999999999996,0.5330608
103,4,1,org,0.76,0.6650808
103,5,0,fake,0.85,0.62845135
103,6,0,fake,0.86,0.63209075
103,8,0,org,0.395,0.479463
103,8,1,org,0.35857142857142854,0.41599756
104,4,1,org,1.0,0.7313842
105,4,0,org,0.74,0.7312218
105,4,1,org,1.0,0.91511416
105,5,0,org,0.644,0.6298926
105,8,0,fake,0.42,0.63596267
105,18,1,fake,0.9885714285714287,0.8037213
106,7,0,fake,0.9125,0.7065799
106,7,1,fake,0.8983333333333334,0.73208106
106,7,2,fake,0.8719999999999999,0.7191599
106,8,0,fake,0.6383333333333333,0.5558562
106,8,1,fake,0.6128571428571429,0.5448251
106,8,2,fake,0.58,0.5397428
106,11,0,fake,0.7533333333333333,0.66338444
106,11,2,fake,0.73,0.5261304
107,2,1,fake,0.8000000000000002,0.8172652
107,4,0,fake,0.7975,0.6995083
107,4,0,org,0.79,0.6995083
107,4,1,org,1.0,0.8605553
107,5,0,org,0.7060000000000001,0.6787394
107,17,0,fake,0.8019999999999999,0.75652033
108,4,0,org,0.6566666666666667,0.5498898
108,4,1,org,1.0,0.6704247
108,5,0,org,0.8225,0.5177809
109,2,1,fake,0.8,0.7966626
109,4,0,org,0.68,0.6908908
109,5,0,org,0.484,0.6439626
109,9,0,fake,0.935,0.68696153
109,17,0,fake,0.802,0.74006
110,7,0,fake,0.6655,0.6098162
110,7,1,fake,0.5268518518518519,0.45300314
110,7,2,fake,0.6342857142857143,0.43818814
110,12,0,fake,0.8475,0.71148294
110,13,0,fake,0.788,0.839536
111,4,0,org,0.82,0.6280216
111,7,0,fake,0.855,0.6387826
111,8,0,fake,0.885,0.5491872
111,9,0,org,0.735,0.48212177
111,11,0,fake,0.7933333333333333,0.7020005
111,11,2,fake,0.9099999999999999,0.6482878
112,4,0,org,0.515,0.6339719
112,4,1,org,1.0,0.8739076
112,5,0,org,0.49,0.47236225
112,7,0,fake,0.855,0.64244723
112,8,0,fake,0.885,0.57137907
112,11,0,fake,0.7933333333333333,0.7271707
112,11,2,fake,0.9099999999999999,0.65952504
113,4,0,org,0.73,0.71117526
113,4,1,org,0.9499999999999998,0.86928874
113,6,0,fake,0.8803333333333333,0.6857501
114,7,0,fake,0.8550000000000001,0.5271945
114,8,0,fake,0.586,0.5227738
114,8,2,fake,0.6,0.48745286
114,11,0,fake,0.7933333333333333,0.66923577
114,11,2,fake,0.91,0.5058526
114,20,0,org,0.5233333333333333,0.5728491
114,20,1,org,0.85,0.69503194
115,5,0,org,0.5,0.5473952
115,8,2,fake,0.73,0.70771194
115,19,0,org,0.6500000000000001,0.6306593
115,19,1,org,0.7600000000000001,0.65505457
116,5,0,org,0.7440000000000001,0.57526016
116,6,0,fake,0.75,0.71585166
116,7,0,fake,0.875625,0.7701972
116,11,0,fake,0.7933333333333333,0.85432416
116,11,2,fake,0.91,0.58017683
116,20,0,org,0.68,0.81894636
116,20,1,org,0.966666666666667,0.86920685
117,5,0,fake,0.01,0.41892478
117,5,0,org,0.01,0.41892478
117,6,0,fake,0.54,0.40396404
118,5,0,org,0.608,0.6572578
118,6,0,fake,0.9800000000000001,0.6821014
118,9,0,fake,0.935,0.7561133
118,17,0,fake,0.84,0.745594
119,5,0,org,0.748,0.58678055
119,6,2,fake,0.48,0.6131383
119,8,0,fake,0.9066666666666668,0.6108691
119,13,0,fake,0.905,0.7507647
119,19,0,org,0.71,0.7286174
119,19,1,org,0.7,0.63199496
120,8,2,fake,0.62,0.55027777
120,19,0,org,0.7333333333333333,0.5745796
120,19,1,org,0.8666666666666668,0.63026655
121,5,0,org,0.38333333333333336,0.51766
121,7,0,fake,0.9099999999999999,0.7422387
121,8,1,fake,0.8285714285714286,0.7655792
121,18,1,fake,0.8433333333333333,0.77902246
121,19,0,org,0.85,0.7131152
122,5,0,org,0.73,0.67183214
122,8,1,fake,0.64,0.7829381
122,8,2,fake,0.51,0.6863034
122,15,1,fake,0.7785714285714286,0.85819656
122,19,0,org,0.6666666666666667,0.79644233
122,19,1,org,0.9333333333333331,0.9574294
123,3,1,fake,1.0,0.7007654
123,7,1,fake,0.44,0.6990396
123,8,1,fake,0.5471428571428573,0.5042429
123,16,1,fake,0.7342857142857143,0.74985117
124,5,0,org,1.0,0.70450306
124,6,0,fake,0.888,0.77292275
124,7,1,fake,1.0,0.85873747
124,7,2,fake,1.0,0.6827908
124,19,1,org,0.8000000000000002,0.8691299
125,5,0,org,0.608,0.444165
125,17,0,fake,0.802,0.54387045
125,19,0,org,0.62,0.48790985
125,19,1,org,0.8,0.5995665
126,6,0,fake,0.64,0.563842
126,6,1,fake,0.6933333333333332,0.58771753
126,6,2,fake,0.54,0.70459074
126,8,0,fake,0.7183333333333333,0.5255127
126,8,1,fake,0.8119999999999999,0.58603644
126,8,2,fake,0.6,0.6999107
127,5,0,org,0.738,0.5897121
127,6,2,fake,0.7399999999999999,0.6344148
127,17,0,fake,0.802,0.7342776
127,17,1,fake,0.787142857142857,0.7991435
127,19,0,org,0.85,0.69247997
128,5,0,org,0.6779999999999999,0.5688132
128,8,0,fake,0.9066666666666668,0.6404822
128,19,0,org,0.72,0.6606662
128,19,1,org,0.9666666666666669,0.69309103
129,5,0,org,0.594,0.5548325
129,7,0,fake,0.8550000000000001,0.66564965
129,11,0,fake,0.7933333333333333,0.7241345
129,11,2,fake,0.91,0.6322458
129,17,0,fake,0.802,0.6874264
129,19,0,org,0.7433333333333333,0.6885681
